Title,Description,Permalink,Post type,People reached,Comments,Likes,Shares,Engagements,Link clicks,Photo views,Other clicks,Total clicks
任吃烤肉&火锅😍 6人同行1人免费🔥,"#揾食kaki 
任吃烤肉&火锅😍
6人同行1人免费🔥
.
同时爱吃🍲又爱吃烧烤🔥的kaki！你们肯定不会不知道【 TLC BBQ & Cafe烤霸 】吧❓
这可是可以同时满足你 #一次过吃到2种吃法 的欲望🤤
.
店内共有80多种的串串任你吃❗️而且还有多种肉类（鸡、羊、猪、牛）可以选择，腌料更是有12种多样选择：黑椒、当归、麻辣、特色、蜜糖蒜香、五香、咖喱、姜蓉、酱油、仁当、香茅和娘惹😍任拿任吃，还有360°自动旋转串串帮你烤，超方便👏
.
另外火锅部分的汤底共有5⃣️种选择，清汤、酸辣Tomyam🌶️、番茄🍅、麻辣🌶️和菌菇！重点在汤底是不会跟你加价👍让你喝饱吃足没烦恼❤️吃不饱另外还可以加点Ala Carte or 升级套餐 都没问题👌
.
Buffet价格分为3种：成人RM49.80++ 🍲小孩RM24.90++ 🍲乐龄人士RM44.80++
🔥即日起有 #限时优惠：6人同行1人免单哦！ 
爱吃肉食的你在等什么，赶快jio你的kaki一起来开吃咯😋
.
【 TLC BBQ & Cafe烤霸 】
📍 No.98, 1, Jalan Dataran Cheras 5, Dataran Perniagaan Cheras, 43200 Balakong, Selangor
🕕12pm - 3pm （Lunch Buffet）；5pm - 12am（Dinner Buffet）
📱0127870313
📌分行： Puchong，Sri petaling ，Balakong ，SS2，Klang
.
Facebook: https://www.facebook.com/TLCBBQCafeBalakong?mibextid=LQQJ4d
Instagram: https://www.instagram.com/tlcbbqcafe/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
.
✏️Content Creator： #大码小编
🎤Host： #大码小编
📹 Videographer：Amy
🎬Editor：Amy
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02twY4xUsgzpioR4gimaWR4EinQi3veL8gvb5GvxQht2yPtmdV4r3XXUUW2GWrQG1Dl,Video,101315,79,622,231,932,54,,9190,12613
,"#揾食kaki
Segamat📍 老字号咖啡店！☕
✨回味小时候早餐的味道～
.
#昔加末Segamat 人的早餐据点——【新东亚茶室】，这家是当地的老旧咖啡店茶餐室。怀旧复古的店面，基本上都是 #当地居民会光顾 的，老人家都爱点一杯咖啡吃面包。🍞
.
✨网友推荐✨：
🍜云吞面：酱油味比较重，面条很Q弹。炭火烧腊黑玻璃叉烧！
☕浓浓的海南咖啡冰：古早香醇浓郁
🍞牛油kaya吐司：烤到很香脆，用料也很足，kaya甜而不腻
🍳半生熟鸡蛋：搭配烤面包一起吃！
.
【Sin Thong Ah Coffee Shop】
📍地点：7, Jalan Awang, Kampung Gubah, 85000 Segamat, Johor.
🚗走起：https://petalmaps.life/84ajjraz
⏰营业时间：8am - 630pm （星期天休息）
.
如果最近有经过segamat，可以去试试哦～
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @eclbet  ]",https://www.facebook.com/myeatkaki/posts/pfbid0cb3hLJG7hk1Z3YfjNj993VtVtW2PaSj2XzK4r2GEJyKZ4twRWxBKKe7Xe4ePKsjGl,Photo,99110,94,397,118,609,21,4905,1441,6367
,"#资讯kaki
💡教你一秒看懂barcode
原来barcode早就告诉了我们他的“出生地”
.
不同国家生产物品都会有自己的代码😲，所以barcode不只是结账💵的时候有用，我们也可以通过barcode得知物品的原产地，不容易被骗🙅🏻‍♀️
.
✏️Credit：长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的Eclbet]",https://www.facebook.com/myeatkaki/posts/pfbid06sVbM2g41mUY3XM8TukV48FB7Vt6gN2F43M3ecx723nF3quRkRqsnYvyQNxC4vH4l,Photo,98541,21,487,735,1243,1,2035,1164,3191
,"#揾食kaki
KLCC夜景下的Mamak😍
平民价❗️还有Live Band听
.
小云小编发现一家隐藏在📍KL Kg Baru的 #平价夜景Foodcourt——✨【Port Lepak Mamak Foodcourt】✨！这里可以欣赏到 #迷人的KLCC夜景，还有Live Band可以听～
.
而且这里的食物选择也很多，#价格超亲民！😍Milo冰沙一定要试试！如果想要跟朋友们找地方吹水，这里绝对可以省钱啦！赶紧叫上朋友来这里yumcha咯～
.
【Kantin Mini Kampung Baru】
 📍Jln Datok Abdul Malik, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🚗走起：https://petalmaps.life/2p92bk4t
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的  @Eclbet   ]",https://www.facebook.com/myeatkaki/posts/pfbid0iNRyvh3ziuCBN7F5jPPZ9Yxq8yQuFcAp4Sv3p49iamXqGnChAnpns5np25Wt8z6Jl,Photo,98270,92,305,244,641,30,5700,913,6643
,"#邮轮kaki
带BB一起上邮轮 仪式感MAX😍
👫2人同游 体验7种海上浪漫🔥🔥
.
不要再浪费时间精力👀，做攻略和安排行程啦～
🚢直接带你的BB，来场 #浪漫的邮轮之旅 肯定lam死你😍
.
乘搭 #全亚洲最大邮轮之一【海洋光谱号 Spectrum of The Seas】和BB一起完成 #7种海上浪漫清单，直接仪式感&浪漫氛围MAX🔥🔥🔥
.
目前我们有 #2人同游促销👫 乘搭 #亚洲最大邮轮✨1人最低 #只需RM1488
【Spectrum Of The Seas 海洋光谱号】
🚢3种游轮Route 任你选：
4天3晚👉从新加坡出发 ➡️ 槟城️ ➡️ 新加坡
5天4晚👉从新加坡出发 ➡️ 槟城 ➡️ 泰国Phuke t➡️ 新加坡
6天5晚👉从新加坡出发 ➡️ 巴生港口 ➡️ 槟城 ➡️ 泰国Phuket ➡️ 新加坡
.
全套超值优惠配套ALL IN👇
✨FREE 7家高级餐厅吃到饱（包括免费送早餐到房间😋）
✨FREE 每天看最强阵容的特定Show表演🎪
✨FREE 玩超过20种以上的游乐设施&工作坊🎯
✨FREE 看星星泡Jacuzzi🛀
✨FREE 看电影🎬
🔥FREE 提升客房 （附带条件）
🔥巴士接送到邮轮码头，超值折扣RM120⚡️
⚠️配套包含港口费&税务等费用
开放报名日期：即日起至2023年7月31日 #先到先得
.
只需带上行李，就能好好chill☺️  #不用烦这个那个 #吃喝玩乐拉撒睡_ALL_IN❗️
🚢邮轮旅行就是让你享受『上船玩乐、下船玩景点』#海上陆地2大体验❗️
🔴船靠岸就可以登陆逛当地景点，吃+逛当地的美景美食
🔵累了就返回船开始你的Happy Time，想睡到自然醒、吃到饱、玩到嗨，都随你❗️
.
马上PM我们，抢下优惠和另一半开启一场 #特别又浪漫 的海上旅程🚢
.
【Malaysian Harmony Tour & Travel Sdn Bhd】
Tel: +60321102331
WhatsApp: wa.link/ac5361
【Asia Cathay Travel Sdn Bhd】
Tel: +60321425566
WhatsApp: wa.link/8o4qwg
.
【CruiseMasterMalaysia 】
📱FB：https://www.facebook.com/CruiseMasterMalaysia
📱IG：https://www.instagram.com/cruisemastermy
🔗官网网站：http://www.malaysianharmony.com.my/
.
✏️Credit: #咩小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询",https://www.facebook.com/myeatkaki/posts/pfbid07sGNrEvq7uUTvcme68St5poJSgnV6s62JfiSVEK1iVQ6W6SrTWG49UMus5L1GozFl,Photo,95432,39,162,91,292,80,5447,1300,6307
,"【Garlic Roasted Chicken Rice  】
📍35, Jalan PJS 11/9, Bandar Sunway, 46150 Petaling Jaya, Selangor
🕕 8am-2pm
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/314207684275128/,FB reel,93887,82,866,366,1314,,,,
,"【Chicken Chop Station】
📍Wisma Central KL (Ground Floor)
🕕 12pm-5pm (Sunday Off)
📱 013-710 3814
.
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/780779793781671/,FB reel,92170,49,1015,459,1523,,,,
,"📱在家也可跟朋友一起玩‼️
🆓免费多人联机游戏～
.
😝懒惰跟朋友出去聚餐？外面的 #狼人杀、 #剧本杀、 #密室逃脱 又太贵？💰
不如试试这几款 #多人联机游戏 吧！📱只要有wifi，无论朋友们在哪里，大家都能连线一起Happy啦～
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid02L2DTx1CnURAhrP7nFXRUhETBDqsDNANpjd7wgrb53XsuhFG9Zo6Hj3CTXejsirZpl,Photo,90919,92,211,394,697,,7432,1625,9057
,"#资讯kaki
原来女生经期时这些食物都不能吃🙅🏻‍♀️！
尤其是本身就体弱😷，经常手脚冰冷的女孩。
.
👦🏻男生们也记得赶紧收藏起来哦！
在她生理期时提醒她，让她在特殊时期时也能感受到你满满的爱❤
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid02dd7Tqn76iP7VK5i8pjiDC8NBLN2kHxcSJePLqbzFRZyLSGpqCFkhfkguPmdjDphMl,Photo,90591,12,170,161,343,,13507,614,14121
,"#揾食kaki
大山脚📍 10个早餐好去处‼
槟城人认证！😍便宜又好吃！
.
这个周末谁打算去槟城玩呀？不如 #去大山脚揾食啦～
小编这里推荐大家【 #10个大山脚早餐】
.
1️⃣ 阿坤Nasi Lemak Nasi Lemak Bayu Mutiara
地址：19, Jalan Bukit Tengah, Taman Bayu Mutiara, 14000 Bukit Mertajam, Pulau Pinang（Icon City对面的洪山公）
营业时间：7am-9点多或卖完为止（星期日和一休息）
2️⃣ 第一风味小笼包
地址：4, Lorong Maju Jaya 2, Pusat Perniagaan Maju Jaya, 14000 Bukit Mertajam, Pulau Pinang
营业时间：5.30am - 11.30pm （星期一休息、公共假期照常营业）
3️⃣ 广西福建面
地址：150 Jalan Datuk Ooh Chooi Cheng , Bukit Mertajam, Malaysia
营业时间：请留意他们的FB官网： https://www.facebook.com/profile.php?id=100063622750752
4️⃣阿善福建虾面
地址：1156, Jalan Gereja, Kampung Permatang Tinggi, 14100 Bukit Mertajam, Pulau Pinang
营业时间：7AM - 5PM（星期三休息）
5️⃣ 伯公埕白云吞面
地址：大山脚伯公埕 Jalan Pasar, 14000 Bukit Mertajam
营业时间：6am – 11am
6️⃣ 芋头饭@Sentosa Corner
地址： 1, Jalan Sentosa, Taman Sentosa, 14000 Bukit Mertajam, Pulau Pinang
营业时间：7:30am – 6pm（星期一休息）
7️⃣ 丽山花园咖喱面
地址：Jalan Bukit Kecil, Taman Bukit, 14000 Bukit Mertajam, Pulau Pinang
营业时间：6AM - 11AM（星期一休息）
8️⃣ 菊花园
地址：Solok Bunga Kekwa 2, Taman Kekwa, 14000 Bukit Mertajam, Pulau Pinang
营业时间：8AM - 4PM（星期四休息）
9️⃣ 麦哥一碗面 SS 9 KOPITIAM
地址：55, Jalan Alma Jaya, Taman Budiman, 14000 Bukit Mertajam, Pulau Pinang
营业时间：7.30am-2pm（星期一和二休息）
🔟 大山脚盖饭
地址：74, Jalan Danby, 14000 Bukit Mertajam, Pulau Pinang
营业时间：6.30am-9.30pm（星期三休息）
.
✏️Credit: #小云小编
图片来源：小红书博主，若有冒犯请告知。谢谢！
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @eclbet   ]",https://www.facebook.com/myeatkaki/posts/pfbid0429dnC1GTmW4EL6YJa9ZE44AkGbjVNvm6ET6AncoJxpio14voWa3dw5yHvCQXYx2l,Photo,90325,58,246,307,611,,6553,929,7482
,"#网络用语kaki
👍【2023网路流行用语】👍
现在人讲话越来越难懂！😫
.
这已经不是00后的专用语言了～现在在各大社交平台都能看到一堆让人一头雾水的词语：#PUA你？#CPU你？#柠檬精？凡尔赛？这些到底是什么啦！一个都没看懂～🤯
.
所以今天小编就要跟大家科普一下【2023网路流行用词】赶快学起来！
.
✏️credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid02wwj6XjgDkHh7boZBd2FFrVPoa27KvCuBvk9xYTGQeRqvFTUFtPDWjEP7GfWiTWyyl,Photo,87768,88,489,637,1214,1,12295,1401,13679
,"#电影kaki 
🎥GSC全新亲子戏院❗️
戏院➕超大滑梯➕游乐场！
.
🎞️ #GSC全新亲子戏院，全马只有6️⃣间Mall有！
全新的【GSC Playplus】，里面有戏院+超大滑梯🎢和小型游乐场！说是想让家长们享受亲子时光，可是真的可以咩？
.
GSC Playplus影院内部设计也是明亮可爱，😝非常colourful~ 里里外外都有儿童专属设施，孩子可以尽情玩耍，大人就可以看电影
SHOPEE Ticket: https://shope.ee/LJJxxykhq
.
目前所知的【GSC Play Plus分行】：
📽️GSC IOI Mall Puchong
📽️GSC 3 Damansara Tropicana City Mall
📽️GSC Tropicana Gardens Mall
📽️GSC Mid Valley Southkey Johor
📽️GSC AEON Falim Ipoh
📽️GSC IOI City Mall Putrajaya
.
🤔不过带着小孩去看电影，真的能安心看的咩？
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0dtZ9cWb9KyHEUQhpgvA6iifxuoXqRidmPCbEqbzUw81RcrHjvYhMUKLib6jV1jVl,Photo,87492,59,186,144,389,8,5116,1083,6207
,"【大马物价10年前VS10年后】
只有最后一项保持不变，你觉得靠你现在的薪水，你还能活多久？🤔🤔
.
KWSP还贴心的帮我们算了每月开销，你觉得合理吗？
https://www.facebook.com/myeatkaki/posts/pfbid02D2AGVuBuHd5W2Wjbp2G1XxqGbKvNiyNKbV15J5DV9yuxq34PFKTDMhvZkXrW2iULl
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0J55LGVqXxNVhmCiKpcUDVbNptLSHdTJnokEQkGUHXgEcY3ghkSRsWFymHHupUdx5l,Photo,87398,119,1042,301,1462,,1798,4066,5864
Cheras餐车 一桶桶的水果炒冰!!,"#揾食kaki
Cheras餐车
一桶桶的水果炒冰!!
.
🌞大马最近的天气，真的是热到～～～behtahan啊！每次很热的时候，是不是都想买一些冰冰凉凉的甜品/饮料消暑叻😍
.
位于Mahkota Cheras餐车街的【可思億桶冰】，就卖着 #一桶满满的水果炒冰 啦🤤 平时吃一支ice cream很普通啦，现在要吃就吃一桶一桶的炒冰，这样才过瘾！
.
#Signature水果炒冰系列🥭🍇 老板直接 #放一整颗水果 下去炒！虽然说是炒冰，但是没有放任何一块冰！是用纯正的冻水果炒起来😍再加上➕QQ的Jelly，口感超丰富又绵密😍 
⚠️一桶炒冰 #分量很大，建议2-3的人share着吃
.
#茉莉冰沙系列 小编点了🍉吃瓜群众 和 🍇萄你欢心，这款应该很多小姐姐都爱❤️ 因为他是水果冰沙+水果果肉+茉莉茶香+白珍珠🐚 夏天来一杯，真的清爽又解渴💧
.
#水果茶系列 #小编私心推荐点 🍑桃气茉莉，淡淡的桃子香味+很香的茉莉茶味+桃子果肉，味道真的很refreshing
.
🍫巧克力控可以点他们的 #巧克力冰沙，老板竟然用Hershey Choco来做挂杯！整杯饮料都是很浓的巧克力味+上面撒满oreo饼干碎🍪，真的是GAOGAO！
.
天气热想要解暑又想吃到好吃炒冰的kaki们，赶快冲一波咯！！🏃‍♀️
FB:https://www.facebook.com/KOSMAJUTRADING
.
【 可思億桶冰 】
📍Public Bank Cheras Mahkota（对面的餐车街）
🕕11am - 8pm
📱014 - 962 9878
.
🎤Host:  #咩小编
🎬Videographer: Xin Tong
🎬Editor: Pyco
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid0BruBn6ipBze35gEYB4s1NWmRcJGakpj63u5Dnn3JqdAzr75KXPrNonaymjjWUJCHl,Video,86101,141,799,342,1282,82,,6129,10063
,"#安顺📍 惊现蒙古包！😎
在华人新村里体验蒙古生活🔥
.
霹雳也有 #蒙古包住宿 啦～就在安顺——【Rick Resort Teluk Intan】‼️
五颜六色的蒙古包，真的很适合 #打卡拍照！📸蒙古包住宿还包括泳池🏊‍♀️、脚踏车🚴‍♀️、户外躺椅等等，绝对适合放慢脚步，慢慢欣赏新村风景～
.
不如趁周末，约上一班朋友一起去体验到蒙古包住宿吧~
.
【Rick Resort Teluk Intan】
📍地址：Lot 31156, Taman Tow Yuan, Jalan Woo Saik Hong, 36000 Teluk Intan, Malaysia
🚗走起：https://petalmaps.life/bdk7yxac
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0qWtF73uoj2bGoD81f8oHhaoeUfGhybQaotxq1vGL8pjLwXgQaEjpEzvyvTMkH1nGl,Photo,84027,34,236,164,434,58,4697,683,5438
,"#结婚kaki
📅 7月21 - 23日 Mid Valley 婚纱展👰‍♀️🤵‍♂️
最划算配套‼️ 还送RM50k礼品🎁
.
正准备要筹备的 #新婚夫妇💑，婚拍绝对也是会让你烦恼的其中一个环节～ 找摄影师、化妆师、婚纱礼服、场景等，全都是要花很多时间和金钱的叻～
✅想要省budget ✅最短时间settle  ✅婚拍一条龙服务
那就一定要去📍 Mid Valley Exhibition Centre 的 #婚纱展
.
┏━━━━━━━━━━━━━━━━━━┓
【 Mid Valley Wedding EXPO 】
📅活动日期：2023年7月21-23日（星期五-日）
⏰活动时间：11am – 9pm 
📍活动地点： Mid Valley Exhibition Centre
🏠摊位Booth：Hall 3, Booth No A3
┗━━━━━━━━━━━━━━━━━━┛
.
专业的服务团队，帮你一次过搞定你们的梦想婚礼❤️来这里买配套，还有好礼等你来拿🎁
✨  推出超多Special Promotion
✨  凡买配套都可享RM2000的现金折扣
✨  专属客制化配套
✨  有买就有机会获得总值RM50000礼品
✨  婚纱礼服全开放，任你挑
✨  拍摄后的底片全归还，让你珍藏
.
绝对能安排最适合你的 #量身定制婚纱摄影🤩 提供最新的拍摄场景🔥全马最大影楼&室内实景拍摄❗️还可以选择在本地或预订海外拍摄配套～无论是中式、韩式还是欧式风格，全部任你选😍 
.
一条龙服务，就是让你什么都不用烦，只要人到场就可以轻轻松松拍到美美哒的婚纱照啦～🤩赶快约你的另一半逛Mid valley婚纱展咯‼️
.
✏️Credit By：#大码小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行情报！",https://www.facebook.com/myeatkaki/posts/pfbid02zmm3W9HiA999XZsQihivLuRjT6gUT5soN5qM38NaMd3ePQwy4MtdzDxNsQ3wjg54l,Photo,83997,10,381,23,414,9,9202,913,10124
,"#揾玩kaki
关丹📍超逼真侏罗纪公园🦕
🎫入门票只需RM25
.
关丹📍最新 #亲子游好去处‼️超逼真的 #侏罗纪时代恐龙园 最便宜只需RM22🦕🦖
.
小编要推荐的就是这家——🦖【Dinosaur Encounter - Zoo Teruntum】🦖。乐园分为两个区域：
肉食恐龙🥓和草食恐龙🌿；每只恐龙还可以发出低吼的叫声,超真实！除了恐龙之外，这里还是一个 #小型动物园，里面还有很多动物和鸟类。
.
门票价钱：
✅成人：rm25
✅四岁以上儿童／乐龄人士：rm22
✅四岁以下免费
.
【Dinosour Encounter Zoo Teruntum】
📍地点：Jalan Padang Golf,25050 Kuantan Pahang.
🚗走起：https://petalmaps.life/yd6b8ah8
⏰营业时间：10am-6pm
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid02S6duhFNcAMAmaYhqpEduyNmzRWX7tRcfw6QhyF3h4dUNvWfJmvy89KsPT15QNUi8l,Photo,81927,164,469,373,1006,62,5952,1379,7393
,"#揾食kaki
KL 最多创意口味曼煎糕🔥
超大份😍 附近上班族最爱！
.
下午茶不懂要吃什么？？这家隐藏在📍KL路边的 #号称最多创意口味 的Apom Balik，看到简直流口水🤤每一片都是abang新鲜煎好的，保证热腾腾🔥
.
总共有 #8种口味，像Chocolate、Oreo、Nestum、Peanut Butter、Cheese、Nutella、Ovomaltine，还有小编最爱的Lotus Biscoff‼️
.
价钱大概在RM7-RM18，价位稍微有点高
久久吃一次还是ok的～
.
【 Apam Balik Resepi Wak@Kg Baru 】
📍  Jalan Raja Uda, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
⏰ 12pm - 7pm (星期一休息)
📱017-313 1604
🚗走起：https://petalmaps.life/3dk5eenk
.
✏️Credit By：#咩小编
📷照片来源：FB-@HanQi、@JufriadiPutra、@Apam Balik Resepi Wak
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询!
[感谢赞助商，要玩就要玩最安全的 Eclbet  ]",https://www.facebook.com/myeatkaki/posts/pfbid0LTmkRtMJz92RVUHPFW7qGxd1cJdJDvtyhfrpkH4ysupatyHwwPGzutSEnLEfhFj5l,Photo,80256,18,236,70,324,23,5711,535,6269
,"#揾玩kaki
 Langkawi海上度假屋
无敌海景浴缸！
.
#Langkawi 高脚屋海上度假屋🌊，白白的沙滩、清澈的海水，感觉就像去到 #马尔代夫！而且度假屋的设计，让大家可以 #面对着海洋泡浴！简直太棒啦‼
.
每间度假屋都建在海上，露台贴心的摆放着木藤沙发，很适合 #看日出和夕阳❤️，太浪漫啦～而且这里的度假屋都是靠山而建，所以无论选到什么房间，都可以欣赏到漂亮的风景～
.
正在打算来个short trip的你，可以考虑这里咯～
【Berjaya Langkawi Resort】
📍地点： Karong Berkunci 200, Burau Bay, 07000 Pantai Kok, Malaysia
🚗走起：https://petalmaps.life/2p8ew2pc
.
✏️credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid029JhcQd1P81U4284zuF4SRCrH3JfHviF51nHd6Ek15bFG6ivWpzBEfcCgJRT4rfFKl,Photo,79903,41,197,149,387,102,3080,601,3783
,"#揾住kaki
看KL全景的酒店！
入住8小时 最低从RM80起‼️
.
每次经过📍KL茨场街 看到一座“红红”的Building是不是很好奇叻👀 它就是 #全马首家 新中式【Yu Hotel】✨酒店的位置就在 #KL市中心，不仅✅地点美、✅交通方便 ✅价格也便宜‼️
.
不要看外面“小小间”，其实里面有5层，房间超多‼️还可能到KL三大巨头👉KLCC、KL Tower和TRX，真的很难得😍 
.
⚠最重要是这里只要經 Flow Malaysia 就可以按小时Book酒店，幾個小时起就可以入住🔥8小時最低从RM80起‼
#房型有5种， 像Standard Single、Standard Twin、Standard Queen、Superior Twin 和 Superior King👍 小编发现到 #房间大小是一样的，只是多了一套床而已🤔 但 #整体空间算很大，住2-3个人完全不是问题～～
特别适合👉情侣或好朋友到KL旅游/Staycation⛱️
.
#房间设备齐全 几乎该有的都有，像热水器、吹风筒、电视机、咖啡、耳塞等等！最特别的是这里还 #配有中国茶大红袍🍵 就连器皿台灯都很中式“青花瓷”Feel💨💨💨
.
小编能有 #便宜价格 预定到Yu Hotel，全靠 FLOW APP  Flow Malaysia 啦‼️因为它可以：
✨选择多，从经济型到豪华型酒店都能Book到
✨按小时Book酒店，不管是2小时、4小时或8小时都可以
✨立即Check in酒店，超方便
✨支持各种安全线上支付
✨每月超值促销
.
📣📣📣#限时优惠PromoCode📣📣📣
现在只需要 #下载Flow_APP ➕注册账号，输入「MYKAKI」就可以 #领取RM12折扣卷 啦～😍
.
FB: http://www.facebook.com/flowinmsia
IG: @‌flow_msia
Website：https://app.flowtheroom.com/my/en
.
【  YU Hotel  】
📍126, Jalan Petaling, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
.
✏️Content Creator: #咩小编
🎬Photo：#咩小编 & Jofia
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02XqHqiaJ7yYCVrTUS8CVMUi18wkrBuxka3DNPKNFGorPKcLZeRrCBC2Q12QNFHMVil,Photo,79815,23,140,119,282,53,4807,991,5851
投影机最强用法 一秒拍网红照,"#电影kaki 
投影机最强用法
一秒拍网红照
.
LUMOS_DAWN投影仪，比手掌大一点点🤏 不管是要用在家悠闲 #看电影煲剧 还是 #超大屏幕打游戏，统统都能满足你的需求～😍
👉 #高清画质 1080p清晰度，给你身临其境的感觉！
👉 #3个模式 调整画面大小，个人/大型聚会都看的清楚！
👉 #2500流明亮度 帮你最大限度的还原真实颜色！
👉 #沉浸环绕式音质
👉 #内置超火APP 有Netflix, YouTube, Android OS，Wi-Fi，Bluetooth！
👉 #3秒组装 小编没看说明书就装好了😎厉害不～
.
📦3个盒子分别是投影仪和电线插口，底座，三脚架！ #三脚架 可以调节高度（60cm-120cm），不管你躺在Sofa/床 或是 开会都能调整出最适合和舒服的eye level👀✨ 然后再拿出投影仪和Cable，只要接对了HDMI插口，就可以用啦！
这是我们拍摄美观、创意照片的秘诀：#LUMOS_DAWN 家用投影仪
💰这里看价钱 👉  https://lumosprojector.my/myeatkaki
.
【LUMOS Projector】
Facebook: https://www.facebook.com/lumosprojectormy
Instagram: @‌lumosprojector_my
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02UJJYkw23b6iRjBcsHJDj638vgPi3jU1befizXPSftDdhtJGuVhPi9azkCQv1u98Pl,Video,71221,2,176,31,209,90,,871,2135
,"#揾食kaki
爆红街头小吃芋泥饼🤤
手工芋泥给到像不要钱～
.
#芋泥控 在哪里❓💜这家老板“很过分”，#手工自制芋泥 给到好像不要钱一样💰😝
.
#超厚手工芋泥 夹在传统圆形咸饼，再拿去炸到变得更酥脆😋
最后撒上满满的芝麻，香上加香！
⚠️不喜欢芝麻的kaki们，可以跟老板 #要求不放芝麻 哦️‼️
.
每一颗都是 #现点现炸 ，记得买了趁热吃🔥不然味道会“跑”掉！
💰RM5/2颗
.
每天都可以在 #不同的夜市 找到他们的摊位【芋贵人】！
📍星期一 👉 KSL Pasar Malam
📍星期二 👉 Johor Jaya Pasar Malam
📍星期三 👉 东方花园 Pasar Malam
📍星期四 👉 Impian Emas Pasar Malam
📍星期五 👉 Gelang Patah Pasar Malam
📍星期六 👉 皇后 Pasar Malam
📍星期日 👉 Permas Jaya Pasar Malam
.
✏️Credit By：#咩小编
📷照片来源：小红书-@爱吃博主小倚、@E姐、@酱酱紫
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询!",https://www.facebook.com/myeatkaki/posts/pfbid0gHs3Jwpooc93e5cpqM1h7ryPrQnLsPTJwVtoieY6ayX1j7pZFNwoiJ7wDYmquH3zl,Photo,70088,9,146,42,197,1,4489,686,5176
